id,title,complaint,complaintType,category,subcategory,estimatedResolutionTime,status,urgencyLevel,priorityLevel,isAnonymous,economicImpact,socialImpact,emotion,estimated,ResolutionTime,relatedPolicies,timestamp,lastUpdatedDate,submissionDate,currentLevel,escalationHistory,assignedAuthorities,resolutionPath,environmentalImpact,userId,departmentId,locationId
cm725hgos01khu6o4hp127rm3,अलीगढ़ - सड़कों की हालत इतनी,सड़कों की हालत इतनी खराब है कि गाड़ी चलाना असंभव हो गया है। पथरीले रास्ते और गड्ढे हैं!,,,,6,In Progress,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:51.677,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hgmi01kfu6o4dfrwubrx,cm725fl4x00hcu6o4h39z4fls,cm725hgnx01kgu6o45uy5034q
cm725hgrz01kku6o4mbzxfbx7,मुरादाबाद - सरकारी दफ्तरों में बिना,सरकारी दफ्तरों में बिना पैसे दिए काम नहीं होता। यह भ्रष्टाचार हर जगह फैला हुआ है!,,,,27,Closed,Low,MEDIUM,false,,,गुस्सा,,,,2025-02-12 16:53:51.791,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hgqy01kiu6o40o05ndoc,cm725fl4x00hcu6o4h39z4fls,cm725hgrm01kju6o4kudqvqho
cm725hgx401knu6o4nye1ckeb,आगरा - स्थानीय ट्रेनों की समय,"स्थानीय ट्रेनों की समय पर कोई गारंटी नहीं होती। ट्रेनों का आना बहुत लेट होता है, और फिर भी भीड़ होती है।",,,,21,In Progress,Low,MEDIUM,false,,,चिढ़ी हुई,,,,2025-02-12 16:53:51.977,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hgvi01klu6o4lsalrw34,cm725fl4x00hcu6o4h39z4fls,cm725hgw101kmu6o4e66m3awc
cm725hh0p01kqu6o44b6i96tq,वाराणसी - हमारे सरकारी अस्पतालों में,हमारे सरकारी अस्पतालों में चिकित्सा उपकरणों की कमी है और डॉक्टरों की संख्या भी बहुत कम है।,,,,26,Closed,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:52.105,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hgzq01kou6o40hr09f84,cm725fl4x00hcu6o4h39z4fls,cm725hh0901kpu6o40ksqsbtr
cm725hh4901ktu6o4sugfzi73,कानपुर - बिजली के कटने की,"बिजली के कटने की समस्या बहुत बढ़ गई है, और जब बिजली आती है तो वोल्टेज बहुत कम होता है।",,,,22,Open,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:52.233,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hh3h01kru6o4syudnfw4,cm725fl4x00hcu6o4h39z4fls,cm725hh3z01ksu6o4qsc04l5s
cm725hh8o01kwu6o4urq8nlm7,नोएडा - हमारे इलाके में चोरियों,हमारे इलाके में चोरियों के मामले बढ़ गए हैं। रात के वक्त बाहर जाना डरावना हो गया है।,,,,15,In Progress,Low,MEDIUM,false,,,डरी हुई,,,,2025-02-12 16:53:52.392,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hh6h01kuu6o4cvlkiube,cm725fl4x00hcu6o4h39z4fls,cm725hh8b01kvu6o43vztel0j
cm725hheh01kzu6o4fh7jlzfp,मेरठ - कचरा इकट्ठा करने का,कचरा इकट्ठा करने का काम नियमित नहीं होता। सड़क पर कचरा पड़ा रहता है और बदबू फैलती है।,,,,27,Closed,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:52.601,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hhb701kxu6o4jqw6mtry,cm725fl4x00hcu6o4h39z4fls,cm725hhbz01kyu6o4ppia404v
cm725hhht01l1u6o4j87mztor,लखनऊ - हमारे इलाके में गंदा,हमारे इलाके में गंदा पानी आता है। इसे पीने से तबियत खराब हो जाती है।,,,,27,Open,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:52.722,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725gm2x012mu6o450oc12ry,cm725fl4x00hcu6o4h39z4fls,cm725hhhl01l0u6o4hlwjk54a
cm725hhm501l4u6o450skilf5,"गोरखपुर - सड़कों पर गड्ढे हैं,","सड़कों पर गड्ढे हैं, जिससे गाड़ी चलाना बहुत मुश्किल हो गया है। कई बार गाड़ी पलटने का डर होता है।",,,,23,Open,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:52.877,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hhkh01l2u6o4p5cqzomm,cm725fl4x00hcu6o4h39z4fls,cm725hhlv01l3u6o43b3gzq79
cm725hhqc01l7u6o4ca8ahjnh,कानपुर - सड़क पर गड्ढे होने,सड़क पर गड्ढे होने के कारण आए दिन दुर्घटनाएं होती रहती हैं।,,,,17,Open,Low,MEDIUM,false,,,चिंतित,,,,2025-02-12 16:53:53.028,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hhpf01l5u6o4xqjgjb96,cm725fl4x00hcu6o4h39z4fls,cm725hhq101l6u6o4asw3rqca
cm725hhv801lau6o4o0cc288y,आगरा - बारिश में सड़कों पर,"बारिश में सड़कों पर पानी भर जाता है, जिससे आने-जाने में मुश्किल होती है।",,,,17,Open,Low,MEDIUM,false,,,गुस्सा,,,,2025-02-12 16:53:53.204,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hhtk01l8u6o4kugwcnud,cm725fl4x00hcu6o4h39z4fls,cm725hhuz01l9u6o4v5cg4f8l
cm725hhxv01lcu6o45v45ojp7,वाराणसी - पानी की आपूर्ति बहुत,"पानी की आपूर्ति बहुत ही खराब है, कभी पूरी तरह से पानी नहीं आता।",,,,6,Closed,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:53.299,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725h7fu01fdu6o4hvl7yfnn,cm725fl4x00hcu6o4h39z4fls,cm725hhxi01lbu6o4kbo45z13
cm725hi2q01lfu6o48u00g8py,लखनऊ - हमारे सरकारी अस्पतालों में,हमारे सरकारी अस्पतालों में कोई अच्छा इलाज नहीं मिलता। डॉक्टरों की बहुत कमी है।,,,,22,Closed,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:53.474,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hi0i01ldu6o40d0cfle8,cm725fl4x00hcu6o4h39z4fls,cm725hi2d01leu6o4niak9igu
cm725hiic01liu6o4u9eune7p,मेरठ - सरकारी दफ्तरों में बिना,सरकारी दफ्तरों में बिना रिश्वत के कोई काम नहीं होता।,,,,10,In Progress,Low,MEDIUM,false,,,गुस्सा,,,,2025-02-12 16:53:54.036,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hih401lgu6o4ffl3bmg1,cm725fl4x00hcu6o4h39z4fls,cm725hii101lhu6o4nux5ao6a
cm725hini01llu6o49enkock1,गोरखपुर - बसों में बहुत भीड़,बसों में बहुत भीड़ होती है और समय पर नहीं आतीं।,,,,9,In Progress,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:54.222,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725him601lju6o4c7yajv4v,cm725fl4x00hcu6o4h39z4fls,cm725himq01lku6o4k60wouf1
cm725hir001lnu6o4azjq398t,अलीगढ़ - हमारे इलाके में कचरा,"हमारे इलाके में कचरा हर जगह फैला रहता है, सफाई के कोई इंतजाम नहीं हैं।",,,,29,Closed,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:54.348,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725gga800yku6o4s7rzp8pw,cm725fl4x00hcu6o4h39z4fls,cm725hiqq01lmu6o4belbidh6
cm725hiv801lqu6o4hmqz61x2,इलाहाबाद - बिजली की कटौती बहुत,"बिजली की कटौती बहुत ज्यादा हो रही है, खासकर गर्मी में यह बहुत परेशानी देती है।",,,,24,In Progress,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:54.5,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hit401lou6o4m0qv15v5,cm725fl4x00hcu6o4h39z4fls,cm725hitp01lpu6o4dwp31m3o
cm725hiz601lsu6o477yeqesn,लखनऊ - हमारे इलाके में पानी,"हमारे इलाके में पानी की बहुत कमी हो गई है, अक्सर पानी नहीं आता।",,,,28,In Progress,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:54.642,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725go22013vu6o4dmgq39oq,cm725fl4x00hcu6o4h39z4fls,cm725hiyt01lru6o4dbaoido7
cm725hj5t01lvu6o4o1d8lw3f,झांसी - पुलिस के लोग सही,"पुलिस के लोग सही तरीके से कार्रवाई नहीं करते, अपराधियों को बचाते हैं।",,,,20,In Progress,Low,MEDIUM,false,,,गुस्सा,,,,2025-02-12 16:53:54.882,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hj2n01ltu6o4hjyhtwh6,cm725fl4x00hcu6o4h39z4fls,cm725hj4a01luu6o4gzkn44sv
cm725hj9v01lyu6o44y0b78ne,कानपुर - सड़कों की हालत बहुत,"सड़कों की हालत बहुत खराब है, गड्ढों के कारण दुर्घटनाएं होती रहती हैं।",,,,2,In Progress,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:55.027,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hj8s01lwu6o4po00q0m6,cm725fl4x00hcu6o4h39z4fls,cm725hj9f01lxu6o4iyrr0xjw
cm725hjed01m0u6o4jol59e5k,आगरा - सरकारी अस्पतालों में इलाज,सरकारी अस्पतालों में इलाज की कोई व्यवस्था नहीं है। निजी अस्पतालों में बहुत महंगा इलाज होता है।,,,,25,Open,Low,MEDIUM,false,,,चिंतित,,,,2025-02-12 16:53:55.189,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725glji0127u6o4i9nir1bq,cm725fl4x00hcu6o4h39z4fls,cm725hje301lzu6o45xo2hgzq
cm725hjie01m3u6o400wnspbi,वाराणसी - हमारे इलाके में चोरियां,हमारे इलाके में चोरियां बहुत बढ़ गई हैं। पुलिस कोई कार्रवाई नहीं करती।,,,,2,In Progress,Low,MEDIUM,false,,,डरा हुआ,,,,2025-02-12 16:53:55.334,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hjge01m1u6o42dj9p2ko,cm725fl4x00hcu6o4h39z4fls,cm725hjgw01m2u6o4hrtxxd4y
cm725hjmj01m6u6o4uajjs0i6,मेरठ - हमारे मोहल्ले में सफाई,हमारे मोहल्ले में सफाई नहीं होती। गंदगी हर जगह फैली रहती है।,,,,7,In Progress,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:55.483,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hjl001m4u6o4avsziopk,cm725fl4x00hcu6o4h39z4fls,cm725hjm901m5u6o4uke1a8jj
cm725hjqw01m8u6o48w78lg1q,अलीगढ़ - बिजली की कटौती बहुत,बिजली की कटौती बहुत ज्यादा होती है। यह गर्मी के मौसम में खासकर और भी कठिन हो जाती है।,,,,13,Open,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:55.64,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725glf80124u6o4v0ijixeb,cm725fl4x00hcu6o4h39z4fls,cm725hjpv01m7u6o46jg0ymsm
cm725hjvo01mbu6o4vnvjlnn1,लखनऊ - हमारे इलाके में पानी,हमारे इलाके में पानी की बहुत कमी हो रही है। जल आपूर्ति का कोई ठोस उपाय नहीं है।,,,,2,Open,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:55.812,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hjus01m9u6o4cinl7t78,cm725fl4x00hcu6o4h39z4fls,cm725hjvb01mau6o4g2c4nje2
cm725hk1701mdu6o4zocj7gyq,वाराणसी - सड़कों की हालत बहुत,"सड़कों की हालत बहुत खराब है, यहां गड्ढों की वजह से गाड़ी चलाना मुश्किल हो जाता है।",,,,28,Closed,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:55.983,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hjzr01mcu6o466eo3om9,cm725fl4x00hcu6o4h39z4fls,cm725exkk004iu6o4cv9uc8gf
cm725hk7p01mgu6o4n4kj57iq,लखनऊ - बसों में बहुत भीड़,"बसों में बहुत भीड़ होती है, सफर करना बहुत कठिन हो गया है।",,,,13,In Progress,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:56.246,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hk5f01meu6o49tx5zpsh,cm725fl4x00hcu6o4h39z4fls,cm725hk6701mfu6o4o76yrlhx
cm725hkcp01mju6o4bg3c0dr2,इलाहाबाद - सरकारी अस्पतालों में कोई,"सरकारी अस्पतालों में कोई सुविधा नहीं है। डॉक्टरों की कमी है, इलाज नहीं हो पाता।",,,,3,Open,Low,MEDIUM,false,,,गुस्सा,,,,2025-02-12 16:53:56.425,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hkak01mhu6o4w3etq7my,cm725fl4x00hcu6o4h39z4fls,cm725hkb601miu6o4cwp4zk65
cm725hkfk01mlu6o4wbastakq,मेरठ - सड़कों पर गड्ढे हैं,सड़कों पर गड्ढे हैं और वाहन चलाना बहुत कठिन हो जाता है।,,,,30,Open,Low,MEDIUM,false,,,चिढ़ी हुई,,,,2025-02-12 16:53:56.528,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725g7kc00spu6o4qfgc2e2p,cm725fl4x00hcu6o4h39z4fls,cm725hkf801mku6o47serzfiw
cm725hkks01mnu6o4i7931c1r,अलीगढ़ - हमारे इलाके में कचरा,हमारे इलाके में कचरा बहुत फैलता है। सफाई की कोई व्यवस्था नहीं है।,,,,16,Open,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:56.716,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725gm2x012mu6o450oc12ry,cm725fl4x00hcu6o4h39z4fls,cm725hkj501mmu6o4th3wp8yv
cm725hkox01mqu6o4ztatnfz9,कानपुर - हमारे मोहल्ले में कचरा,हमारे मोहल्ले में कचरा उठाने की कोई नियमित व्यवस्था नहीं है।,,,,7,Open,Low,MEDIUM,false,,,गुस्सा,,,,2025-02-12 16:53:56.865,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hkn401mou6o42tg4sq4m,cm725fl4x00hcu6o4h39z4fls,cm725hkns01mpu6o4m0ec1diu
cm725hktp01mtu6o4bydq1ocg,गोरखपुर - हमारे इलाके में अस्पतालों,हमारे इलाके में अस्पतालों की स्थिति बहुत खराब है। कोई इलाज नहीं मिलता।,,,,10,Open,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:57.037,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hkry01mru6o46ijsw7c2,cm725fl4x00hcu6o4h39z4fls,cm725hktf01msu6o4gk79t081
cm725hkz501mwu6o45w74ebl7,आगरा - हमारी सड़कों की हालत,हमारी सड़कों की हालत बहुत खराब हो गई है। गड्ढे भरे हुए हैं।,,,,25,Closed,Low,MEDIUM,false,,,चिढ़ी हुई,,,,2025-02-12 16:53:57.234,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hkwm01muu6o4m47ui007,cm725fl4x00hcu6o4h39z4fls,cm725hkyd01mvu6o4zizdfjv3
cm725hl4001mzu6o4qy7moj6a,इलाहाबाद - हमारे इलाके में पानी,हमारे इलाके में पानी की सप्लाई नियमित नहीं है। कई बार पानी पूरी तरह से बंद हो जाता है।,,,,20,In Progress,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:57.408,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hl2a01mxu6o4alpdi73w,cm725fl4x00hcu6o4h39z4fls,cm725hl3q01myu6o4hcpls9me
cm725hl8s01n2u6o4gq1cd1ec,वाराणसी - हमारे इलाके में महिलाओं,हमारे इलाके में महिलाओं के खिलाफ अपराध बढ़ गए हैं। पुलिस कोई कार्रवाई नहीं करती।,,,,11,Open,Low,MEDIUM,false,,,डरी हुई,,,,2025-02-12 16:53:57.58,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hl6h01n0u6o4tqx3wfac,cm725fl4x00hcu6o4h39z4fls,cm725hl7201n1u6o47yef64x9
cm725hldm01n4u6o4yh5id10e,लखनऊ - बसों का समय बहुत,बसों का समय बहुत अनियमित है। कभी भी नहीं आतीं।,,,,22,Closed,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:57.754,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725gga800yku6o4s7rzp8pw,cm725fl4x00hcu6o4h39z4fls,cm725hlct01n3u6o4x3afkn83
cm725hliv01n7u6o4d99t6ev4,कानपुर - हमारे इलाके में कोई,हमारे इलाके में कोई अच्छे अस्पताल नहीं हैं। इलाज के लिए बहुत दूर जाना पड़ता है।,,,,13,Closed,Low,MEDIUM,false,,,निराश,,,,2025-02-12 16:53:57.943,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hlh801n5u6o4zuwd768x,cm725fl4x00hcu6o4h39z4fls,cm725hlil01n6u6o4mvdalwlq
cm725hln301nau6o4b4qgp2c5,मेरठ - हमारे इलाके में पानी,"हमारे इलाके में पानी की बहुत कमी हो गई है, और कभी-कभी कई दिन तक पानी नहीं आता।",,,,21,Closed,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:58.095,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hlm101n8u6o4yidr8a4c,cm725fl4x00hcu6o4h39z4fls,cm725hlmr01n9u6o4sepqzf72
cm725hls601ndu6o45zh8342z,झांसी - हमारे इलाके में सफाई,हमारे इलाके में सफाई का कोई ध्यान नहीं दिया जाता। गंदगी हर जगह फैली रहती है।,,,,21,Closed,Low,MEDIUM,false,,,चिंतित,,,,2025-02-12 16:53:58.279,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hlpn01nbu6o4133hs0ip,cm725fl4x00hcu6o4h39z4fls,cm725hlrh01ncu6o4f8nph0iv
cm725hlwo01ngu6o4zweot9kz,आगरा - सड़कें बहुत खराब हो,"सड़कें बहुत खराब हो गई हैं, गड्ढों के कारण गाड़ी चलाना मुश्किल हो जाता है।",,,,14,Closed,Low,MEDIUM,false,,,गुस्सा,,,,2025-02-12 16:53:58.44,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725hlv601neu6o4n5fwku1s,cm725fl4x00hcu6o4h39z4fls,cm725hlw901nfu6o4r0svljo3
cm725hm2m01niu6o48ae1xzhi,गोरखपुर - बिजली की आपूर्ति बहुत,"बिजली की आपूर्ति बहुत खराब है, खासकर रात के समय कई घंटों तक बिजली नहीं आती।",,,,25,Closed,Low,MEDIUM,false,,,नाराज,,,,2025-02-12 16:53:58.654,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,,cm725goux014gu6o4qel4sbxh,cm725fl4x00hcu6o4h39z4fls,cm725hm1b01nhu6o4kb6u3grl
cm725hm5p01nju6o4605xm0qr,Health Services Issue in Jhansi,सरकारी अस्पतालों में मरीजों को इलाज देने की कोई व्यवस्था नहीं है। डॉक्टर भी बुरी हालत में हैं।,Health Services,Healthcare,Public Health,23,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:53:58.765,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725fiur00g6u6o4z0g4ml7s,cm725dg6o0005u6h4jkjbkawz,cm725f7eq00apu6o4lrc2dkwl
cm725hm9801nlu6o40847ud9o,Police & Law Issue in Agra,पुलिस अपराधियों के खिलाफ कोई कार्रवाई नहीं करती। अपराध बढ़ते जा रहे हैं।,Police & Law,Law Enforcement,Crime Control,23,In Progress,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:53:58.892,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725euxa0020u6o46xzm7ojk,cm725dg830006u6h44jyrjmcn,cm725hm8z01nku6o4dtcl4znf
cm725hmd101nnu6o4753kc11j,Education Issue in Moradabad,"स्कूलों में शिक्षकों की बहुत कमी है और जो शिक्षक हैं, उनका बच्चों के प्रति कोई ध्यान नहीं है।",Education,Education,School Curriculum,18,In Progress,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:53:59.029,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gphu014qu6o41gy3c3hs,cm725dg9j0007u6h4tzh2udh2,cm725hmco01nmu6o4drxflxjk
cm725hmhv01npu6o430rmi14e,Water Supply Issue in Meerut,पानी की सप्लाई कई बार नहीं आती। पानी का दबाव भी बहुत कम रहता है।,Water Supply,Utilities,Water Distribution,3,Closed,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:53:59.203,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725eu6h001cu6o4vigm0y34,cm725dgaz0008u6h4o1r9mtq7,cm725hmhj01nou6o4mp22fdu4
cm725hmlz01nru6o4rtyn4lxj,Electricity Issue in Bijnor,बिजली की कटौती से हम सभी परेशान हो गए हैं। कई बार दिनभर बिजली चली जाती है।,Electricity,Utilities,Power Distribution,12,Open,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:53:59.351,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725f2tt007qu6o4bez55hkl,cm725dgc70009u6h4pqcjyeb5,cm725hmln01nqu6o4hwuwsnln
cm725hmox01ntu6o42jwb8aiv,Garbage Issue in Kanpur,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारियों का कोई ध्यान नहीं है।,Garbage,Sanitation,Garbage Collection,27,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:53:59.457,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725euhj001lu6o47cg3cj43,cm725dgdh000au6h4fagm9twc,cm725hmok01nsu6o46o557o9s
cm725hmss01nvu6o43gy3anyy,Roads Issue in Ghaziabad,सड़कों पर गड्ढे और टूटी-फूटी सड़कें बहुत बढ़ गई हैं। यह दुर्घटनाओं का कारण बन रही हैं।,Roads,Infrastructure,Road Maintenance,8,Open,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Irritation,,,UP Road Maintenance Act 2017,2025-02-12 16:53:59.596,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725g11700p3u6o4fjyyfwrg,cm725dg3k0003u6h4e8f3kb9h,cm725hmsi01nuu6o4p3w3d3fi
cm725hmxl01nxu6o4wn96014v,Public Transport Issue in Varanasi,बसों की कमी है। लंबा इंतजार करने के बाद भी बस नहीं आती।,Public Transport,Transportation,Bus Services,28,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Frustration,,,UP Public Transport Act 2018,2025-02-12 16:53:59.769,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725g16600p6u6o44jkzah84,cm725dggi000cu6h4gbmwutvf,cm725hmxb01nwu6o40hk5bpvm
cm725hn1n01nzu6o4ggvgmtp5,Health Services Issue in Bareilly,सरकारी अस्पतालों में डॉक्टरों की कमी है और मरीजों को ठीक से इलाज नहीं मिल पाता।,Health Services,Healthcare,Public Health,29,Open,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:53:59.915,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725eya10055u6o49m2dosn8,cm725dg6o0005u6h4jkjbkawz,cm725hmzy01nyu6o4ygwlaqoo
cm725hn4r01o1u6o49qoxsmyc,Police & Law Issue in Gorakhpur,पुलिस का रवैया बहुत ही खराब है। कोई भी शिकायत सुनी नहीं जाती।,Police & Law,Law Enforcement,Crime Control,28,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:54:00.027,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725et130009u6o45e2rnkk7,cm725dg830006u6h44jyrjmcn,cm725hn4501o0u6o43252oaih
cm725hnax01o3u6o4avpzpwc8,Education Issue in Saharanpur,स्कूलों में पढ़ाई का स्तर बहुत खराब है। शिक्षक बच्चों को ठीक से पढ़ाने के बजाय अपनी छुट्टियां लेते रहते हैं।,Education,Education,School Curriculum,29,Open,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:54:00.249,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f38o0082u6o47edcxgkg,cm725dg9j0007u6h4tzh2udh2,cm725hnao01o2u6o4hsnvgyi0
cm725hner01o5u6o49vuux6ei,Water Supply Issue in Muzaffarnagar,"पानी की सप्लाई बहुत अस्थिर रहती है। कभी बहुत कम पानी आता है, तो कभी बिल्कुल नहीं आता।",Water Supply,Utilities,Water Distribution,26,Closed,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:54:00.387,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725eu6h001cu6o4vigm0y34,cm725dgaz0008u6h4o1r9mtq7,cm725hnef01o4u6o4s44xhear
cm725hnhy01o7u6o451yx4a3e,Electricity Issue in Aligarh,बिजली की समस्याएं और बढ़ रही हैं। गर्मी में बिजली के बिना रहना बहुत कठिन हो जाता है।,Electricity,Utilities,Power Distribution,7,Closed,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:54:00.502,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725g1og00phu6o4zh6rk7qg,cm725dgc70009u6h4pqcjyeb5,cm725hngz01o6u6o4fzs5t1s9
cm725hnlw01o9u6o4cyfq48w5,Garbage Issue in Lucknow,कूड़ा उठाने वाली गाड़ी कभी भी समय पर नहीं आती। कूड़ा सड़कों पर पड़ा रहता है।,Garbage,Sanitation,Garbage Collection,3,Closed,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:54:00.645,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725evj6002lu6o49iwg8kf9,cm725dgdh000au6h4fagm9twc,cm725hnlk01o8u6o4kmm1rwq0
cm725hnri01obu6o4i6hsassm,Roads Issue in Agra,सड़कें खस्ता हालत में हैं। गड्ढों के कारण गाड़ी चलाना मुश्किल हो गया है।,Roads,Infrastructure,Road Maintenance,17,Open,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Irritation,,,UP Road Maintenance Act 2017,2025-02-12 16:54:00.846,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725evg6002iu6o4g8m3pf7v,cm725dg3k0003u6h4e8f3kb9h,cm725hnr401oau6o45qjhzc1r
